"channel","video_id","title","publish_date","view_count","like_count","comment_count","subscribers","thumbnail_high_url","description","dwh_create_timestamp","dwh_created_by","dwh_updated_by","dwh_update_timestamp"
"TheStraitsTimes","HJXyO1Un-64","How Ron Tan found success with global exhibition giant Neon | Lunch with Sumiko","2024-08-11 06:25:54","367","19","16","590000","https://i.ytimg.com/vi/HJXyO1Un-64/hqdefault.jpg","Marvel’s Avengers and treasures from ancient Egypt are all in a day’s work for Ron Tan.
As the boss of Neon, he has attracted millions to his exhibitions around the globe. Today, the company is reportedly valued at over $1 billion. He talks to Sumiko Tan about his road to success and how it was pitted with failures.
Read more: https://str.sg/fU3W

Watch the Lunch with Sumiko series: https://str.sg/wPrB

Follow The Straits Times on YouTube: https://str.sg/ytsub
Turn on notifications 🔔 to stay updated.
--------------------
WEBSITE ➤ https://www.straitstimes.com
WHATSAPP ➤ https://str.sg/whatsapp
TIKTOK  ➤ https://www.tiktok.com/@straitstimes
INSTAGRAM ➤ https://www.instagram.com/straits_times
FACEBOOK ➤ https://www.facebook.com/TheStraitsTimes
TWITTER ➤ https://twitter.com/straits_times
TELEGRAM ➤ https://t.me/TheStraitsTimes
PODCASTS ➤ https://str.sg/stpodcasts

#straitstimes #lunchwithsumiko #singapore","2024-08-11 14:43:06","dwh_admin_user","dwh_admin_user","2024-08-11 14:43:06"
"TheStraitsTimes","z6jLt3ilPHk","A GOLD for GARLIC SAUCE? Trying a Paris McDonald's | PARIS 2024","2024-08-10 09:55:32","729","10","3","590000","https://i.ytimg.com/vi/z6jLt3ilPHk/hqdefault.jpg","According to Napoleon, an army marches on its stomach. But what about the armies of journalists, correspondents and photographers covering the Paris Olympics? Three of The Straits Times team tried a cultural exchange of sorts and tried what was on offer at a Parisian McDonald's.

 Follow The Straits Times on YouTube: https://str.sg/ytsub
Turn on notifications 🔔 to stay updated.
--------------------
WEBSITE ➤ https://www.straitstimes.com
WHATSAPP ➤ https://str.sg/whatsapp
TIKTOK  ➤ https://www.tiktok.com/@straitstimes
INSTAGRAM ➤ https://www.instagram.com/straits_times
FACEBOOK ➤ https://www.facebook.com/TheStraitsTimes
TWITTER ➤ https://twitter.com/straits_times
TELEGRAM ➤ https://t.me/TheStraitsTimes
PODCASTS ➤ https://str.sg/stpodcasts

#straitstimes #paris2024 #kitefoil #olympics #teamsg #jeuxolympiques2024 #paris2024","2024-08-11 14:43:06","dwh_admin_user","dwh_admin_user","2024-08-11 14:43:06"
"TheStraitsTimes","8dtES1gNM2Y","NDP 2024: Things that caught our eye around the parade","2024-08-10 05:00:08","9584","120","13","590000","https://i.ytimg.com/vi/8dtES1gNM2Y/hqdefault.jpg","A lone worker drying up the President's chair, crew running across the Padang to pick up empty cartridges after the ""Fire of Joy"" segment, and happy people who were glad to be part of the celebration in spite of the rain - these were some of the moments that caught our eye.

 Follow The Straits Times on YouTube: https://str.sg/ytsub
Turn on notifications 🔔 to stay updated.
--------------------
WEBSITE ➤ https://www.straitstimes.com
WHATSAPP ➤ https://str.sg/whatsapp
TIKTOK  ➤ https://www.tiktok.com/@straitstimes
INSTAGRAM ➤ https://www.instagram.com/straits_times
FACEBOOK ➤ https://www.facebook.com/TheStraitsTimes
TWITTER ➤ https://twitter.com/straits_times
TELEGRAM ➤ https://t.me/TheStraitsTimes
PODCASTS ➤ https://str.sg/stpodcasts

#straitstimes","2024-08-11 14:43:06","dwh_admin_user","dwh_admin_user","2024-08-11 14:43:06"
"TheStraitsTimes","Paq6AnE6buU","Thank you for this amazing journey: Former national sailor Pamela Goh on Max Maeder winning bronze","2024-08-10 00:33:22","3326","20","2","590000","https://i.ytimg.com/vi/Paq6AnE6buU/hqdefault.jpg","Former national sailor Pamela Goh talks about Max Maeder's Bronze medal win on August 9.

Follow The Straits Times on YouTube: https://str.sg/ytsub
Turn on notifications 🔔 to stay updated.
--------------------
WEBSITE ➤ https://www.straitstimes.com
WHATSAPP ➤ https://str.sg/whatsapp
TIKTOK  ➤ https://www.tiktok.com/@straitstimes
INSTAGRAM ➤ https://www.instagram.com/straits_times
FACEBOOK ➤ https://www.facebook.com/TheStraitsTimes
TWITTER ➤ https://twitter.com/straits_times
TELEGRAM ➤ https://t.me/TheStraitsTimes
PODCASTS ➤ https://str.sg/stpodcasts

#straitstimes #paris2024 #maxmaeder #kitefoiling #singapore","2024-08-11 14:43:06","dwh_admin_user","dwh_admin_user","2024-08-11 14:43:06"
"TheStraitsTimes","wPNp_0e8XXM","Young Singaporeans react to Max Maeder winning an Olympic bronze medal","2024-08-10 00:10:59","9909","77","19","590000","https://i.ytimg.com/vi/wPNp_0e8XXM/hqdefault.jpg","Kitefoiler Max Maeder won a bronze medal at the Paris Olympics on August 9. The Straits Times spoke to young Singaporeans at the National Sailing Centre's kitefoil final watch party to find out what they thought about his achievement.

Follow The Straits Times on YouTube: https://str.sg/ytsub
Turn on notifications 🔔 to stay updated.
--------------------
WEBSITE ➤ https://www.straitstimes.com
WHATSAPP ➤ https://str.sg/whatsapp
TIKTOK  ➤ https://www.tiktok.com/@straitstimes
INSTAGRAM ➤ https://www.instagram.com/straits_times
FACEBOOK ➤ https://www.facebook.com/TheStraitsTimes
TWITTER ➤ https://twitter.com/straits_times
TELEGRAM ➤ https://t.me/TheStraitsTimes
PODCASTS ➤ https://str.sg/stpodcasts

#straitstimes #paris2024 #maxmaeder #kitefoiling #singapore","2024-08-11 14:43:06","dwh_admin_user","dwh_admin_user","2024-08-11 14:43:06"
"TheStraitsTimes","7DLDpzojCEU","National Day Parade 2024 in 1 minute | Timelapse | SG59","2024-08-09 16:50:40","7403","75","1","590000","https://i.ytimg.com/vi/7DLDpzojCEU/hqdefault.jpg","While the rains came early, that did not dampen the enthusiasm of the 27,000 who had gathered at the Padang to celebrate Singapore's 59th National Day Parade. Here's a very quick visual recap of what happened.

ST VIDEO: GAVIN FOO

Follow The Straits Times on YouTube: https://str.sg/ytsub
Turn on notifications 🔔 to stay updated.
--------------------
WEBSITE ➤ https://www.straitstimes.com
WHATSAPP ➤ https://str.sg/whatsapp
TIKTOK  ➤ https://www.tiktok.com/@straitstimes
INSTAGRAM ➤ https://www.instagram.com/straits_times
FACEBOOK ➤ https://www.facebook.com/TheStraitsTimes
TWITTER ➤ https://twitter.com/straits_times
TELEGRAM ➤ https://t.me/TheStraitsTimes
PODCASTS ➤ https://str.sg/stpodcasts

#straitstimes #ndp2024 #singapore #sg59","2024-08-11 14:43:06","dwh_admin_user","dwh_admin_user","2024-08-11 14:43:06"
"TheStraitsTimes","gFBoPN-a5Bw","Crowd cheers for Max Maeder as he takes Olympic bronze","2024-08-09 16:49:03","8607","31","7","590000","https://i.ytimg.com/vi/gFBoPN-a5Bw/hqdefault.jpg","The crowd at the watch party at Singapore's National Sailing Centre cheer for kitefoiler Max Maeder as he clinches Olympic bronze.

Follow The Straits Times on YouTube: https://str.sg/ytsub
Turn on notifications 🔔 to stay updated.
--------------------
WEBSITE ➤ https://www.straitstimes.com
WHATSAPP ➤ https://str.sg/whatsapp
TIKTOK  ➤ https://www.tiktok.com/@straitstimes
INSTAGRAM ➤ https://www.instagram.com/straits_times
FACEBOOK ➤ https://www.facebook.com/TheStraitsTimes
TWITTER ➤ https://twitter.com/straits_times
TELEGRAM ➤ https://t.me/TheStraitsTimes
PODCASTS ➤ https://str.sg/stpodcasts

#straitstimes #paris2024 #maxmaeder #kitefoiling #singapore","2024-08-11 14:43:06","dwh_admin_user","dwh_admin_user","2024-08-11 14:43:06"
"TheStraitsTimes","G8cz-xytFhI","NDP 2024: Highlights from the parade","2024-08-09 15:45:59","3205","19","2","590000","https://i.ytimg.com/vi/G8cz-xytFhI/hqdefault.jpg","Here were some of the most exciting moments from the 2024 National Day Parade, held at the Padang. READ MORE: https://str.sg/s9g6

Follow The Straits Times on YouTube: https://str.sg/ytsub
Turn on notifications 🔔 to stay updated.
--------------------
WEBSITE ➤ https://www.straitstimes.com
WHATSAPP ➤ https://str.sg/whatsapp
TIKTOK  ➤ https://www.tiktok.com/@straitstimes
INSTAGRAM ➤ https://www.instagram.com/straits_times
FACEBOOK ➤ https://www.facebook.com/TheStraitsTimes
TWITTER ➤ https://twitter.com/straits_times
TELEGRAM ➤ https://t.me/TheStraitsTimes
PODCASTS ➤ https://str.sg/stpodcasts

#straitstimes #ndp2024 #singapore","2024-08-11 14:43:06","dwh_admin_user","dwh_admin_user","2024-08-11 14:43:06"
"TheStraitsTimes","cp-AM--1bko","Max Maeder is Singapore's youngest Olympic medallist with bronze win #paris2024","2024-08-09 15:10:58","2847","65","1","590000","https://i.ytimg.com/vi/cp-AM--1bko/hqdefault.jpg","Major aura points for Max Maeder, Singapore's newest Olympic bronze medallist 😮‍💨👌🏽Congrats Max! 

ST is on TIKTOK  ➤ https://www.tiktok.com/@straitstimes

Follow The Straits Times on YouTube: https://str.sg/ytsub
Turn on notifications 🔔 to stay updated.
--------------------
WEBSITE ➤ https://www.straitstimes.com
WHATSAPP ➤ https://str.sg/whatsapp
INSTAGRAM ➤ https://www.instagram.com/straits_times
FACEBOOK ➤ https://www.facebook.com/TheStraitsTimes
TWITTER ➤ https://twitter.com/straits_times
TELEGRAM ➤ https://t.me/TheStraitsTimes
PODCASTS ➤ https://str.sg/stpodcasts

#MaxMaeder #kitefoiling #kitefoil #ParisOlympics #Olympics2024 #ParisOlympics2024","2024-08-11 14:43:06","dwh_admin_user","dwh_admin_user","2024-08-11 14:43:06"
"TheStraitsTimes","gva5jp8p54U","Fireworks light up #NDP2024","2024-08-09 14:50:06","1996","71","0","590000","https://i.ytimg.com/vi/gva5jp8p54U/hqdefault.jpg","What is National Day without catching the parade’s show in the skies!

#straitstimes #sg59 #singapore","2024-08-11 14:43:06","dwh_admin_user","dwh_admin_user","2024-08-11 14:43:06"
"TheStraitsTimes","ecDAUXaKPCA","RSAF’s f-16 fighter jets performs ‘Salute to the nation’ #ndp2024","2024-08-09 14:33:05","5869","135","2","590000","https://i.ytimg.com/vi/ecDAUXaKPCA/hqdefault.jpg","👀 Look up to the sky. RSAF pilots performed the bomb burst manoeuvre over the Padang at NDP 2024.

#SG59 #Singapore #StraitsTimes","2024-08-11 14:43:06","dwh_admin_user","dwh_admin_user","2024-08-11 14:43:06"
"TheStraitsTimes","AJ_v2ZyK3Mo","'Cool as a cucumber': Former national sailor Koh Seng Leong on Max Maeder's race composure","2024-08-09 14:02:06","2434","20","0","590000","https://i.ytimg.com/vi/AJ_v2ZyK3Mo/hqdefault.jpg","Max’s performance in the first final race on Aug 8 showed “a lot of fighting spirit and a never-give-up attitude”, says former national sailor Koh Seng Leong.

The kitefoiler had started fourth, but caught up to his opponents to finish second, just behind Austrian Valentin Bontus in a race which lasted about seven minutes.

“Max was as cool as a cucumber,” says Koh.

Follow Team Singapore and more at Paris Olympics: https://str.sg/6cis 

Follow The Straits Times on YouTube: https://str.sg/ytsub
Turn on notifications 🔔 to stay updated.
--------------------
WEBSITE ➤ https://www.straitstimes.com
WHATSAPP ➤ https://str.sg/whatsapp
TIKTOK  ➤ https://www.tiktok.com/@straitstimes
INSTAGRAM ➤ https://www.instagram.com/straits_times
FACEBOOK ➤ https://www.facebook.com/TheStraitsTimes
TWITTER ➤ https://twitter.com/straits_times
TELEGRAM ➤ https://t.me/TheStraitsTimes
PODCASTS ➤ https://str.sg/stpodcasts

#straitstimes #paris2024 #maxmaeder #kitefoiling #singapore","2024-08-11 14:43:06","dwh_admin_user","dwh_admin_user","2024-08-11 14:43:06"
"TheStraitsTimes","pFK-Hq49_1I","NDP 2024: PM Wong, SM Lee and other VIPs arrive at the Padang","2024-08-09 13:50:37","10348","58","11","590000","https://i.ytimg.com/vi/pFK-Hq49_1I/hqdefault.jpg","PM Lawrence Wong attends the National Day Parade for the first time as prime minister since he was sworn into office on May 15, 2024.

Follow The Straits Times on YouTube: https://str.sg/ytsub
Turn on notifications 🔔 to stay updated.
--------------------
WEBSITE ➤ https://www.straitstimes.com
WHATSAPP ➤ https://str.sg/whatsapp
TIKTOK  ➤ https://www.tiktok.com/@straitstimes
INSTAGRAM ➤ https://www.instagram.com/straits_times
FACEBOOK ➤ https://www.facebook.com/TheStraitsTimes
TWITTER ➤ https://twitter.com/straits_times
TELEGRAM ➤ https://t.me/TheStraitsTimes
PODCASTS ➤ https://str.sg/stpodcasts

#straitstimes","2024-08-11 14:43:06","dwh_admin_user","dwh_admin_user","2024-08-11 14:43:06"
"TheStraitsTimes","UGc3k_dX-Bk","NDP 2024: President Tharman arrives at the Padang","2024-08-09 13:50:42","16351","177","11","590000","https://i.ytimg.com/vi/UGc3k_dX-Bk/hqdefault.jpg","President Tharman, who was elected in September 2023, was the reviewing officer for the 2024 NDP. As he inspected the five guard of honour contingents, he was seen stopping to speak with some of the uniformed servicemen and women.

Follow The Straits Times on YouTube: https://str.sg/ytsub
Turn on notifications 🔔 to stay updated.
--------------------
WEBSITE ➤ https://www.straitstimes.com
WHATSAPP ➤ https://str.sg/whatsapp
TIKTOK  ➤ https://www.tiktok.com/@straitstimes
INSTAGRAM ➤ https://www.instagram.com/straits_times
FACEBOOK ➤ https://www.facebook.com/TheStraitsTimes
TWITTER ➤ https://twitter.com/straits_times
TELEGRAM ➤ https://t.me/TheStraitsTimes
PODCASTS ➤ https://str.sg/stpodcasts

#straitstimes","2024-08-11 14:43:06","dwh_admin_user","dwh_admin_user","2024-08-11 14:43:06"
"TheStraitsTimes","1AAilaXBBMs","A rainy start to NDP 2024","2024-08-09 11:40:55","23104","426","37","590000","https://i.ytimg.com/vi/1AAilaXBBMs/hqdefault.jpg","At about 4.45pm, heavy rain fell over The Promontory @ Marina Bay and the Padang. However, most of the attendees braved the rain under their umbrellas, in anticipation of the parade.

Follow The Straits Times on YouTube: https://str.sg/ytsub
Turn on notifications 🔔 to stay updated.
--------------------
WEBSITE ➤ https://www.straitstimes.com
WHATSAPP ➤ https://str.sg/whatsapp
TIKTOK  ➤ https://www.tiktok.com/@straitstimes
INSTAGRAM ➤ https://www.instagram.com/straits_times
FACEBOOK ➤ https://www.facebook.com/TheStraitsTimes
TWITTER ➤ https://twitter.com/straits_times
TELEGRAM ➤ https://t.me/TheStraitsTimes
PODCASTS ➤ https://str.sg/stpodcasts

#straitstimes #ndp2024 #singapore","2024-08-11 14:43:06","dwh_admin_user","dwh_admin_user","2024-08-11 14:43:06"
"TheStraitsTimes","CgycSjmaRNk","NDP 2024: Crowd favourite Red Lions get the party started","2024-08-09 11:25:41","3704","59","6","590000","https://i.ytimg.com/vi/CgycSjmaRNk/hqdefault.jpg","The Red Lions freefall and land to applause at the Padang on Aug 9, 2024. 
Don't miss the exciting action! READ MORE: https://str.sg/wbpRF

Follow The Straits Times on YouTube: https://str.sg/ytsub
Turn on notifications 🔔 to stay updated.
--------------------
WEBSITE ➤ https://www.straitstimes.com
WHATSAPP ➤ https://str.sg/whatsapp
TIKTOK  ➤ https://www.tiktok.com/@straitstimes
INSTAGRAM ➤ https://www.instagram.com/straits_times
FACEBOOK ➤ https://www.facebook.com/TheStraitsTimes
TWITTER ➤ https://twitter.com/straits_times
TELEGRAM ➤ https://t.me/TheStraitsTimes
PODCASTS ➤ https://str.sg/stpodcasts

#straitstimes #ndp2024 #singapore","2024-08-11 14:43:06","dwh_admin_user","dwh_admin_user","2024-08-11 14:43:06"
"TheStraitsTimes","ufKTl7Vu69A","Olympics pistol shooter returns to South Korea as social media sensation #paris2024","2024-08-08 16:59:47","3528","34","4","590000","https://i.ytimg.com/vi/ufKTl7Vu69A/hqdefault.jpg","South Korea's pistol shooter Kim Ye-ji returned home on Aug 7 as a social media sensation and thanked Tesla CEO Elon Musk for making her famous worldwide. READ MORE: https://str.sg/CVjV

Follow The Straits Times on YouTube: https://str.sg/ytsub
Turn on notifications 🔔 to stay updated.
--------------------
WEBSITE ➤ https://www.straitstimes.com
WHATSAPP ➤ https://str.sg/whatsapp
TIKTOK  ➤ https://www.tiktok.com/@straitstimes
INSTAGRAM ➤ https://www.instagram.com/straits_times
FACEBOOK ➤ https://www.facebook.com/TheStraitsTimes
TWITTER ➤ https://twitter.com/straits_times
TELEGRAM ➤ https://t.me/TheStraitsTimes
PODCASTS ➤ https://str.sg/stpodcasts

#straitstimes #southkorea #olympics","2024-08-11 14:43:06","dwh_admin_user","dwh_admin_user","2024-08-11 14:43:06"
"TheStraitsTimes","Lmvast3czAY","Go Max, go! Crowd cheer for kitefoiling champ after postponed contest #parisolympics2024","2024-08-08 16:26:17","3133","14","0","590000","https://i.ytimg.com/vi/Lmvast3czAY/hqdefault.jpg","[🔴 LIVE UPDATES: https://str.sg/BFxT] Singapore’s Max Maeder is in the race for gold in the men’s Formula Kite competition at the Paris Olympics.

Despite the unexpected postponement coming at the stroke of midnight, Max’s fans at the National Sailing Centre are still full-throated in their support of the 17-year-old kitefoiler.

ST's Deepanraj Ganesan says that the Singapore Sailing Federation confirms it will hold another screening tomorrow from 7pm.

Follow The Straits Times on YouTube: https://str.sg/ytsub
Turn on notifications 🔔 to stay updated.
--------------------
WEBSITE ➤ https://www.straitstimes.com
WHATSAPP ➤ https://str.sg/whatsapp
TIKTOK  ➤ https://www.tiktok.com/@straitstimes
INSTAGRAM ➤ https://www.instagram.com/straits_times
FACEBOOK ➤ https://www.facebook.com/TheStraitsTimes
TWITTER ➤ https://twitter.com/straits_times
TELEGRAM ➤ https://t.me/TheStraitsTimes
PODCASTS ➤ https://str.sg/stpodcasts

#straitstimes #paris2024 #maxmaeder #kitefoiling #singapore","2024-08-11 14:43:06","dwh_admin_user","dwh_admin_user","2024-08-11 14:43:06"
"TheStraitsTimes","LwMAFNetMQk","PARIS 2024: Max Maeder explains kitefoiling techniques","2024-08-08 13:09:44","4728","19","3","590000","https://i.ytimg.com/vi/LwMAFNetMQk/hqdefault.jpg","[🔴 STAY UPDATED: https://str.sg/BFxT] Singapore’s Max Maeder is in the race for gold in the men’s Formula Kite competition at the Paris Olympics.

Watch the full video here: https://www.youtube.com/watch?v=K0hb58L_v9E

Singaporean kitefoiler Maximilian Maeder has been in dominant form throughout the 2024 season, but has faced his toughest challenge on the biggest stage – at the Paris Olympics.
He explains the key differences between the jibe and tack manoeuvres.

Related article
How Maximilian Maeder’s parents raised a world champion
https://str.sg/H6JR

INTERACTIVE: https://www.straitstimes.com/multimedia/graphics/2024/07/max-maeder-olympics-art-of-kitefoiling

Follow Team Singapore and more at Paris Olympics: https://str.sg/6cis 

Follow The Straits Times on YouTube: https://str.sg/ytsub
Turn on notifications 🔔 to stay updated
--------------------
WEBSITE ➤ https://www.straitstimes.com
WHATSAPP ➤ https://str.sg/whatsapp
TIKTOK  ➤ https://www.tiktok.com/@straitstimes
INSTAGRAM ➤ https://www.instagram.com/straits_times
FACEBOOK ➤ https://www.facebook.com/TheStraitsTimes
TWITTER ➤ https://twitter.com/straits_times
TELEGRAM ➤ https://t.me/TheStraitsTimes
PODCASTS ➤ https://str.sg/stpodcasts

#straitstimes #paris2024 #kitefoil #olympics #teamsg #jeuxolympiques2024","2024-08-11 14:43:06","dwh_admin_user","dwh_admin_user","2024-08-11 14:43:06"
"TheStraitsTimes","XS-nAedL94s","PARIS 2024: Max Maeder explains kitefoiling rules","2024-08-08 12:31:13","20733","77","6","590000","https://i.ytimg.com/vi/XS-nAedL94s/hqdefault.jpg","Watch the full video here: https://www.youtube.com/watch?v=K0hb58L_v9E

Singaporean kitefoiler Maximilian Maeder has been in dominant form throughout the 2024 season, but has faced his toughest challenge on the biggest stage – at the Paris Olympics.
He explains how kitefoiling races are run.

Related article
How Maximilian Maeder’s parents raised a world champion
https://str.sg/H6JR

INTERACTIVE: https://www.straitstimes.com/multimedia/graphics/2024/07/max-maeder-olympics-art-of-kitefoiling

Follow Team Singapore and more at Paris Olympics: https://str.sg/6cis 

Follow The Straits Times on YouTube: https://str.sg/ytsub
Turn on notifications 🔔 to stay updated
--------------------
WEBSITE ➤ https://www.straitstimes.com
WHATSAPP ➤ https://str.sg/whatsapp
TIKTOK  ➤ https://www.tiktok.com/@straitstimes
INSTAGRAM ➤ https://www.instagram.com/straits_times
FACEBOOK ➤ https://www.facebook.com/TheStraitsTimes
TWITTER ➤ https://twitter.com/straits_times
TELEGRAM ➤ https://t.me/TheStraitsTimes
PODCASTS ➤ https://str.sg/stpodcasts

#straitstimes #paris2024 #kitefoil #olympics #teamsg #jeuxolympiques2024","2024-08-11 14:43:06","dwh_admin_user","dwh_admin_user","2024-08-11 14:43:06"
"TheStraitsTimes","by9RELLDaac","Great Barrier Reef sees warmest water in 400 years: Scientists","2024-08-08 11:59:53","466","20","2","590000","https://i.ytimg.com/vi/by9RELLDaac/hqdefault.jpg","Water temperatures in and around Australia's Great Barrier Reef have risen to their warmest in 400 years over the past decade, placing the world's largest reef under threat, according to research published on Aug 8. READ MORE: https://str.sg/df2d

Follow The Straits Times on YouTube: https://str.sg/ytsub
Turn on notifications 🔔 to stay updated.
--------------------
WEBSITE ➤ https://www.straitstimes.com
WHATSAPP ➤ https://str.sg/whatsapp
TIKTOK  ➤ https://www.tiktok.com/@straitstimes
INSTAGRAM ➤ https://www.instagram.com/straits_times
FACEBOOK ➤ https://www.facebook.com/TheStraitsTimes
TWITTER ➤ https://twitter.com/straits_times
TELEGRAM ➤ https://t.me/TheStraitsTimes
PODCASTS ➤ https://str.sg/stpodcasts

#straitstimes #australia #greatbarrierreef #climatechange","2024-08-11 14:43:06","dwh_admin_user","dwh_admin_user","2024-08-11 14:43:06"
"TheStraitsTimes","w6cNAcWOw-o","Diananda Choirunisa, Indonesian archer | Q&A with South-east Asian Olympians","2024-08-08 10:25:16","326","11","1","590000","https://i.ytimg.com/vi/w6cNAcWOw-o/hqdefault.jpg","Indonesian archer Diananda Choirunisa has shone as one of the South-east Asian athletes in the Paris 2024 Olympics. She answers some quick questions to give some insights into her training.

Follow The Straits Times on YouTube: https://str.sg/ytsub
Turn on notifications 🔔 to stay updated
--------------------
WEBSITE ➤ https://www.straitstimes.com
WHATSAPP ➤ https://str.sg/whatsapp
TIKTOK  ➤ https://www.tiktok.com/@straitstimes
INSTAGRAM ➤ https://www.instagram.com/straits_times
FACEBOOK ➤ https://www.facebook.com/TheStraitsTimes
TWITTER ➤ https://twitter.com/straits_times
TELEGRAM ➤ https://t.me/TheStraitsTimes
PODCASTS ➤ https://str.sg/stpodcasts

#straitstimes #paris2024 #Indonesia #gymnast","2024-08-11 14:43:06","dwh_admin_user","dwh_admin_user","2024-08-11 14:43:06"
"TheStraitsTimes","M0XCxNvZ0Oo","Harris and Walz head to battleground states to rally Democratic base","2024-08-08 09:32:01","3248","43","12","590000","https://i.ytimg.com/vi/M0XCxNvZ0Oo/hqdefault.jpg","Democratic presidential candidate Kamala Harris campaigned alongside her new running mate Tim Walz on Aug 7, holding events in battleground states Wisconsin and Michigan. READ MORE: https://str.sg/uwPV

Follow The Straits Times on YouTube: https://str.sg/ytsub
Turn on notifications 🔔 to stay updated.
--------------------
WEBSITE ➤ https://www.straitstimes.com
WHATSAPP ➤ https://str.sg/whatsapp
TIKTOK  ➤ https://www.tiktok.com/@straitstimes
INSTAGRAM ➤ https://www.instagram.com/straits_times
FACEBOOK ➤ https://www.facebook.com/TheStraitsTimes
TWITTER ➤ https://twitter.com/straits_times
TELEGRAM ➤ https://t.me/TheStraitsTimes
PODCASTS ➤ https://str.sg/stpodcasts

#straitstimes #uspresidentialelections2024 #democrats #kamalaharris #timwalz","2024-08-11 14:43:06","dwh_admin_user","dwh_admin_user","2024-08-11 14:43:06"
